text;class
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je, je;discopolo
Zwinięta bleta, u boku moja kobieta;discopolo
Dziś ruszam w teren, ustawiłem się z dillerem;discopolo
Stawiam parafkę pod tym obiema rękoma;discopolo
Czemu skurwiały system chce nas za to karcić?;discopolo
Orient, kumaci i piona dla palących braci;discopolo
Jak MC I Am free and need to smoke break;discopolo
Wszystko co słyszysz w numerze to żaden fake;discopolo
Jeśli lubisz palić, pal, jeśli lubisz siać, siej;discopolo
Żyję zasadą Snoopa `woo smoke weed every day;discopolo
Ściągnij z blanta chmurę. Podnieś blanta w górę;discopolo
Szanuj tą naturę, zjaraj lola po tekturę;discopolo
Nie będzie nigdy ćpunem ten co raczy się skunem;discopolo
Nie rozumiem argumentów przeciwko;discopolo
Parę skrętów i piwko, nie zabije za szybko;discopolo
Tym co myślą za płytko polecam zioło - lecznictwo;discopolo
Za trzy dychy w cenię mojej płyty kupisz gram;discopolo
Jak ten Baki ma CD, ja mam baki, weed, man;discopolo
I wiozę po rejon nie jestem człowiekiem bit, man;discopolo
Oczy dookoła głowy na pełnym oriencie mam;discopolo
Gdy w kieszeni coś chowam to nielegalny towar;discopolo
Marihuana, w bletce polski numer jeden;discopolo
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je;discopolo
Marihuana, w bletce polski numer jeden;discopolo
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je, je;discopolo
Mam dla Ciebie grad herezji, Polsko tyś mi jedyną;discopolo
Ale czemu moją wolność oddajesz tym skurwysynom?;discopolo
Nadal mamy tu prawa podobno pisane dla nas;discopolo
Dlatego, to nasza sprawa żeby kazać im spierdalać;discopolo
Dziś mamy więcej, niż mieli nasi ojcowie;discopolo
Mamy tu niezabystre psy, ni dobre jointy;discopolo
Hipokrytów w polityce i niedojebane sorty;discopolo
Teraz odpal skręta niech zapłoną osiedla;discopolo
Zajaraj z ziomkami i z tymi co powstały z żebra;discopolo
I odpal skręta niech wybuchnie reperia;discopolo
Dziesiąta rano, dzień jak co dzień to samo;discopolo
Od małolata już prześladowano nas;discopolo
Moc dana blantom przeszkadza władzy i policjantom;discopolo
Próbują zastraszyć, zabrać nasze prawo wyboru;discopolo
Na znak protestu kręcę w bibułę susz;discopolo
W głośnikach Juicy J, pogłaśniam;discopolo
Ras Luta, PTP ta, dla naszych braci pokój;discopolo
Marihuana, w bletce polski numer jeden;discopolo
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je;discopolo
Marihuana, w bletce polski numer jeden;discopolo
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je, je;discopolo
Pokaż że nie jesteś sam, podnieś blanta w górę;discopolo
Pokaż że nie jesteś sam, podnieś blanta w górę;discopolo
Wymarzona, tak jak z mojego snu;discopolo
Taka śliczna, że aż brakuje tchu;discopolo
Ta jedyna, która coś w sobie ma;discopolo
Zjawiskowa, dlatego kocham ją mocno;discopolo
Ja wiem ze nie liczy się nic, oprócz niej;discopolo
Ona buzię ma słodką;discopolo
To ta która szczęście mi da;discopolo
Dlatego kocham ją mocno;discopolo
Ja wiem że nie liczy się nic;discopolo
Ona buzię ma słodką;discopolo
To ta która szczęście mi da;discopolo
Piękne oczy, które kuszą codzień;discopolo
Za ten uśmiech zrobię wszystko co chcesz;discopolo
Dlatego kocham ją mocno;discopolo
Ja wiem ze nie liczy się nic;discopolo
Ona buzię ma słodką, to ta która szczęście mi da;discopolo
Dlatego kocham ją mocno;discopolo
Ja wiem ze nie liczy się nic;discopolo
Oprócz niej. Ona buzię ma słodką;discopolo
To ta która szczęście mi da;discopolo
Ja mam chleb, suko, bo me życie to mój piec;discopolo
Mam złoto na łapach, a Ty w swoich majtach kleks;discopolo
Biedak prosi o pieniądze, daję już mu czek;discopolo
Zabrałaś serce moje;discopolo
Suka rozpalona, leję po niej wodę (po niej wodę);discopolo
Jak się cofam, nie kochałem tylko Ciebie;discopolo
Także nie mów, że ta miłość to było coś więcej;discopolo
Jebię te dziury, jebię ten czas;discopolo
Wolę ja tylko mieć baby na raz;discopolo
Jebię mnie xan, jebię mnie czas;discopolo
Tobie jak Hugo napluję już w twarz;discopolo
Jebię te dziury, jebię ten czas;discopolo
Wolę ja tylko mieć baby na raz;discopolo
Jebię mnie xan, jebię mnie czas;discopolo
Tobie jak Hugo napluję już w twarz;discopolo
Oна очень понравилось, я не знаю ей могила;discopolo
Mówi do mnie co zrobiłeś, po rosyjsku se nawijam;discopolo
Suko mam ten chleb;discopolo
W Bikini Dolnym jest drip, jak 2006;discopolo
Palę sobie z gottem big, Ty jak zawsze nic;discopolo
Wsiądę dziś w sto siedemdziesiąt dwa;discopolo
Doturlam się do Ciebie i powiem Ci w twarz;discopolo
Umarzam twoje długi i wracam spać;discopolo
A ty zmień drugie imię z problem na zła;discopolo
Wejdę do sklepu na moim osiedlu;discopolo
I powiem ekspedientce, że jest terapeutką;discopolo
Cały ten czas, choć nie wie jak mam na imię;discopolo
Ma dla mnie uśmiech, ma prozak w płynie;discopolo
Pójdę tam, gdzie widziałem ostatnio;discopolo
Mojego kumpla, który w sobie się zamknął;discopolo
Zapalę znicz i wyleje whisky;discopolo
A chodnik zaiskrzy od mocy nieczystych;discopolo
I przejadę się do ciebie z kwiatkiem;discopolo
Poleję różę smołą, choć nie wiem jak to załatwię;discopolo
Zamknę dziś wszystko, co jak dziura w zębie;discopolo
Zieje przeszłością i bólem tętni;discopolo
Przepraszamy, dziś już zamknięte;discopolo
Zapraszamy jakoś w innym życiu;discopolo
Mam tu dla ciebie mało zabawną puentę;discopolo
Ale pogódź się z tym, bo nie wiem na co liczysz;discopolo
Wkurwia mnie to miasto, niech się udławi sushi;discopolo
W zagrodzonych osiedlach, niech się zacznie dusić;discopolo
Musi umrzeć bezdomny pod śmietnikiem na kłódkę;discopolo
By pokazać srogiej zimy i tej mody skutki;discopolo
Sorry, mam odwagę i własne zdanie;discopolo
I już nie zachwycam się przegranym powstaniem;discopolo
Sto pięćdziesiąt tysięcy, kto ich zastąpił?;discopolo
Im dłużej o tym myślę, tym bardziej w sens wątpię;discopolo
Zależy mi na tobie, to dojrzałe uczucie;discopolo
WWA, twój oddany facet, nie zakochany głupiec;discopolo
Nim się oburzysz zapytaj się przedtem;discopolo
Aluminium i szkło tam gdzie rosła trawa;discopolo
Aluminium i szkło w sercach ludzi Warszawy;discopolo
I jest minus dwadzieścia, naprawdę nieprzyjemnie;discopolo
Muszę przyznać ojciec, nie wiem co z Tobą począć;discopolo
Dezercja, miałem sześć lat to nie było urocze;discopolo
Rzuciłeś nałóg palenia, rzucasz wyzwania śmierci;discopolo
Rzuciłeś swoją żonę, rzuciłeś trójkę dzieci;discopolo
I nie będę przynudzać o kalibrze traumy;discopolo
Więc biorę czystą kartkę i piszę na niej;discopolo
Mój ojciec, wiedza, para rąk i skalpel;discopolo
Operuje ludzi, którzy dla innych są już martwi;discopolo
Dziewczyna z wypadku, czy chory starzec;discopolo
Śmierć puka do sali, chirurg stoi na straży;discopolo
Mówię o nim jak pacjent, jego dokonań fan;discopolo
Bo jako człowiek haa cóż... ledwo go znam;discopolo
Umiem przebaczyć już, czy tylko o tym nie myśleć?;discopolo
Nie wiem, porzucam nienawiść, zamykam i niszczę;discopolo
Ja czułem już to z rana;discopolo
Że siła niepoznana;discopolo
Ciało ssie, dusze rwie, burzy moją krew;discopolo
Woń perfum przecież znasz;discopolo
W ich piersi wtulasz twarz;discopolo
Nasz niemy krzyk płynie rytmicznie;discopolo
Nadrywa każdy staw;discopolo
Ten świat ambicji wir;discopolo
Ja w nim kobiet oddech łapię;discopolo
Ściskam mocno w pięść;discopolo
Jestem drań niewinne serca rwę;discopolo
To nadszedł już Twój dzień;discopolo
Jestem bez sumienia cień;discopolo
Ta żądza nieskonana;discopolo
Wciąż rzuca na kolana;discopolo
Prężę grzbiet widząc blask roześmianych dam;discopolo
Wiatr żądzy smaga twarz;discopolo
Ty poprzez kłamstwa gnasz;discopolo
Miłosny trans dzwoni tak;discopolo
Uwodzi dla zabawy;discopolo
Ten świat ambicji wir;discopolo
Ja w nim kobiet oddech łapię;discopolo
Ściskam mocno w pięść;discopolo
Jestem drań niewinne serca rwę;discopolo
To nadszedł już Twój dzień;discopolo
Jestem bez sumienia cień;discopolo
Ta pogoń zwariowana;discopolo
Bezczelna i zuchwała;discopolo
W ciemną noc budzi mnie, każe dalej iść;discopolo
Jej słodki oddech skraść;discopolo
A w zamian kłamstwa garść;discopolo
Zwierzęcy szał goni świat;discopolo
Pożera swe ofiary;discopolo
Ten świat ambicji wir;discopolo
Ja w nim kobiet oddech łapię;discopolo
Ściskam mocno w pięść;discopolo
Jestem drań niewinne serca rwę;discopolo
To nadszedł już Twój dzień;discopolo
Jestem bez sumienia cień;discopolo
Za gniew co mną rzuca zuchwale;discopolo
Uczucia wasze spalę, podepczę ot tak;discopolo
Wasz świat zdobywam wytrwale;discopolo
Wykute serce w skale uwiedzie dziś Cię;discopolo
Wykute serce w skale uwiedzie dziś Cię;discopolo
Już kurwa rzygam Tobą i nie wyrabiam finansowo;discopolo
Mam deprechę, awantury i chcę żyć na nowo;discopolo
Kumple nie chcą gadać, bo niby mnie zmieniłaś;discopolo
Ale kiedy jesteś z nami nikt się nie wychyla;discopolo
Słyszałem, wczoraj ponoć byłaś u sąsiada;discopolo
Kurwa, to nie ty - ja wiem, że to nie Ty;discopolo
Przecież wczoraj byłaś ze mną;discopolo
Choć zerwał mi się film na moment;discopolo
Zaraz, może wtedy on wziął Cię;discopolo
Ale przecież pamiętam, że leżałaś obok mnie;discopolo
Przyszedł Matek i wziął Cię na stronę;discopolo
Krzyczał, coś tłumaczył, że to już popierdolone;discopolo
Ale nie wyrzucił cię i siedziałaś z nami;discopolo
I najgorsze, że Ty jesteś przy tym zawsze;discopolo
Znów nie będziesz sobą, będę z Tobą aż po sen;discopolo
Sam na sam, tylko my i nieprawda, że to chore;discopolo
Chyba, że znów będziesz krzyczał;discopolo
Jakoś już dziwnie się czuję gdy jesteśmy sami;discopolo
Znów się kumple wkurwiali że coś tam. I po co to?;discopolo
Wiem, że tłukłem Cię kiedyś;discopolo
Przeprosiłem przecież;discopolo
Na chuj kurwa chcesz tu dalej o to żreć się?;discopolo
I po co to wszystko, może lepiej jak odejdziesz?;discopolo
Ale nie, w sumie zostań i się nie kręć;discopolo
I nigdy nie pokonam Cię, ojciec też tak kochał;discopolo
Wracał po nocach i mówił że Cię kiedyś spotkam;discopolo
I nie wyrzucił Cię, siedziałaś tam jak zawsze;discopolo
Znasz mnie, wiesz że znów muszę schlać się;discopolo
I najgorsze, że Ty jesteś przy tym zawsze;discopolo
Znów nie będziesz sobą, będę z Tobą aż po sen;discopolo
Sam na sam, tylko my i nieprawda, że to chore;discopolo
Chyba, że znów będziesz krzyczał;discopolo
Lubię jak jesteś zimną suką;discopolo
Jeśli nie ja to koledzy Cię tłuką;discopolo
Nie jestem sam, jesteś obok i jutro;discopolo
Będzie mnie bolał łeb od twoich głupot;discopolo
Lubię jak jesteś blisko ust bo;discopolo
Pierdole, rzucam wszystko, chuj w to;discopolo
Nie mogę kurwa wybrnąć, zrób coś;discopolo
Chyba trzęsą mi się ręce i chyba chciałbym usnąć;discopolo
Zobacz jak nas odbija lustro;discopolo
Zdrówko, wypijmy za nas, za przyszłość, zrób to;discopolo
Wypijmy za nas, nim dla nas będzie za późno;discopolo
Zdrowie kochana i spierdalaj kurwo;discopolo
